State,County,WhitePerc
SC,Chesterfield County,64.5
VA,Prince William County,64.4
AR,Union County,64.4
OH,Cuyahoga County,64.4
OK,Choctaw County,64.4
MS,Clarke County,64.4
OK,Okfuskee County,64.2
NC,Caswell County,64
SD,Charles Mix County,64
GA,Marion County,64
VA,Prince Edward County,64
NC,Columbus County,63.9
LA,Rapides Parish,63.9
LA,Webster Parish,63.7
GA,Spalding County,63.7
NC,Gates County,63.7
GA,Emanuel County,63.6
NC,Wayne County,63.6
GA,Houston County,63.6
GA,Johnson County,63.5
MS,Newton County,63.4
VA,Lunenburg County,63.3
NC,Chowan County,63.2
MS,Franklin County,63.2
FL,Hamilton County,63
VA,Buckingham County,62.8
AR,Mississippi County,62.8
GA,McIntosh County,62.8
LA,Richland Parish,62.7
VA,Chesapeake,62.7
MS,Covington County,62.6
FL,Leon County,62.6
MS,Simpson County,62.6
LA,Iberia Parish,62.6
CA,San Mateo County,62.5
LA,Pointe Coupee Parish,62.5
NC,Richmond County,62.4
MA,Suffolk County,62.4
TN,Lauderdale County,62.4
AL,Escambia County,62.2
GA,Wilcox County,62.2
MS,Benton County,62.2
GA,Brooks County,62.2
VA,Mecklenburg County,62.1
FL,Jefferson County,62.1
NJ,Middlesex County,62.1
MD,Montgomery County,62
FL,Duval County,62
GA,Ben Hill County,61.8
VA,Prince George County,61.8
LA,St. Mary Parish,61.7
VA,Northampton County,61.6
VA,Southampton County,61.5
VA,Halifax County,61.3
GA,Telfair County,61.3
GA,Laurens County,61.3
OK,Muskogee County,61.3
AR,Columbia County,61.1
AR,Lafayette County,61.1
GA,Greene County,61
SC,Edgefield County,60.9
NC,Pitt County,60.7
GA,Troup County,60.7
NC,Bladen County,60.7
CA,Solano County,60.6
GA,Thomas County,60.5
SC,Chester County,60.5
MS,Neshoba County,60.4
MD,Howard County,60.4
IL,Alexander County,60.3
GA,Wheeler County,60.2
GA,Taylor County,60.1
AL,Mobile County,60.1
LA,Ouachita Parish,60
MS,Forrest County,60
MS,Yalobusha County,59.8
TN,Madison County,59.8
MT,Rosebud County,59.7
LA,West Baton Rouge Parish,59.6
SD,Roberts County,59.4
VA,Henrico County,59.3
TX,Jefferson County,59.3
NC,Greene County,59.2
NC,Mecklenburg County,59.2
MS,Wayne County,59.2
AR,Pulaski County,59.2
LA,De Soto Parish,59.2
GA,Wilkinson County,59
MS,Scott County,59
GA,Lowndes County,59
LA,Red River Parish,58.9
SC,Colleton County,58.9
NC,Tyrrell County,58.9
FL,Madison County,58.7
AL,Pike County,58.5
NC,Pasquotank County,58.5
NC,Guilford County,58.4
AL,Chambers County,58.3
GA,Turner County,58.3
GA,Meriwether County,58.2
MS,Oktibbeha County,58.2
MS,Madison County,58.1
GA,Gwinnett County,58.1
SD,Lyman County,58.1
AL,Pickens County,58.1
MS,Amite County,57.9
VA,Nottoway County,57.9
LA,Concordia Parish,57.9
VA,Essex County,57.6
AK,Kodiak Island Borough,57.2
TX,Fort Bend County,57.2
AR,Ouachita County,57
NM,San Juan County,57
GA,Twiggs County,57
NC,Wilson County,57
NC,Nash County,56.8
GA,McDuffie County,56.8
AR,Monroe County,56.7
SC,Darlington County,56.7
AL,Choctaw County,56.6
LA,St. Landry Parish,56.6
AR,Dallas County,56.4
CA,Santa Clara County,56.4
MS,Attala County,56.4
NC,Lenoir County,56.3
TN,Hardeman County,56.2
GA,Screven County,56.2
LA,Bienville Parish,56.1
MS,Grenada County,56
SC,Calhoun County,55.8
GA,Decatur County,55.7
GA,Webster County,55.6
AL,Monroe County,55.5
VA,Hopewell,55.5
LA,Lincoln Parish,55
NC,Martin County,55
GA,Wilkes County,54.9
GA,Baldwin County,54.9
LA,Natchitoches Parish,54.8
MI,Wayne County,54.8
MS,Lauderdale County,54.8
SC,Florence County,54.7
GA,Jenkins County,54.6
GA,Chatham County,54.5
MS,Walthall County,54.2
MS,Chickasaw County,54.2
NM,Cibola County,54
AL,Clarke County,54
AL,Jefferson County,54
AL,Butler County,53.9
MS,Lowndes County,53.9
CA,San Francisco County,53.8
GA,Crisp County,53.8
LA,East Feliciana Parish,53.7
MD,Somerset County,53.6
GA,Newton County,53.6
VA,Surry County,53.5
OK,Cherokee County,53.5
GA,Henry County,53.4
NC,Cumberland County,53.2
MS,Montgomery County,53.2
SC,Barnwell County,53.1
SC,Jasper County,53.1
AL,Russell County,53.1
NC,Durham County,53
LA,West Feliciana Parish,52.9
VA,Suffolk,52.4
AL,Conecuh County,52.1
GA,Douglas County,51.8
CA,Alameda County,51.7
GA,Baker County,51.6
MS,Winston County,51.5
GA,Peach County,51.5
VA,Martinsville,51.4
GA,Quitman County,51.3
GA,Liberty County,51.1
AZ,Navajo County,51
MS,Marshall County,50.9
VA,Newport News,50.9
NC,Hoke County,50.4
LA,Morehouse Parish,50.3
AL,Barbour County,50.2
AR,Desha County,50.1
UT,San Juan County,50
MS,Leake County,50
GA,Mitchell County,49.8
MD,Baltimore County,49.7959
NJ,Essex County,49.7
LA,St. James Parish,49.6
SC,McCormick County,49.6
MS,Warren County,49.6
SC,Clarendon County,49.4
LA,Iberville Parish,49.4
NY,Kings County,49.3
SC,Sumter County,49.2
GA,Burke County,49.2
VA,Norfolk,49.2
NY,Queens County,49.1
LA,East Baton Rouge Parish,48.9
AK,Hoonah-Angoon Census Area,48.8
MS,Panola County,48.7
MN,Mahnomen County,48.6
TN,Haywood County,48.6
LA,Caddo Parish,48.5
SC,Dillon County,48.4
NC,Washington County,48.3
MT,Blaine County,48.2
MD,Charles County,48.2
GA,Early County,48.2
NC,Anson County,48.1
GA,Muscogee County,47.9
SC,Richland County,47.8
GA,Dooly County,47.6
VA,Danville,47.5
AL,Marengo County,47.4
AK,Prince of Wales-Hyder Census Area,47.2
MS,Copiah County,47.1
GA,Fulton County,46.7
MO,St. Louis,46.6
LA,Claiborne Parish,46.6
NC,Scotland County,46.4
NC,Vance County,46.4
MS,Jasper County,46.4
AK,Bristol Bay Borough,46.1
AR,Crittenden County,45.9
MS,Pike County,45.7
VA,Richmond County,45.5755
GA,Washington County,45.5
NY,Bronx County,45.5
PA,Philadelphia County,45.3
LA,St. Helena Parish,45.3
GA,Stewart County,45.1
MS,Adams County,44.6
OK,Adair County,44.6
GA,Jefferson County,44.5
AR,Saint Francis County,44.5
GA,Rockdale County,44.4
GA,Sumter County,44
SC,Hampton County,43.9
LA,Tensas Parish,43.7
DC,District of Columbia,43.6
AR,Chicot County,43.5
VA,Hampton,43.3
AR,Lee County,43.1
ND,Benson County,43
VA,Brunswick County,43
GA,Bibb County,42.6
SD,Jackson County,42.5
FL,Gadsden County,42.3
TN,Shelby County,42.3
VA,Charles City County,42.1
SC,Marlboro County,42.1
LA,St. John the Baptist Parish,42
VA,Portsmouth,41.8
AR,Jefferson County,41.7
SD,Mellette County,41.6
MS,Tallahatchie County,41.3
GA,Talbot County,41.3
NC,Warren County,41
SC,Marion County,40.9
NC,Halifax County,40.8
AL,Hale County,40.8
MS,Yazoo County,40.8
GA,Taliaferro County,40.5
VA,Sussex County,40.5
NE,Thurston County,40.3
MS,Clay County,40.2
NC,Edgecombe County,40.1
AK,Yakutat City and Borough,39.8
NC,Northampton County,39.6
GA,Richmond County,39.5
SC,Fairfield County,39.2
AL,Montgomery County,38.9
VA,Greensville County,38.8
MS,Jefferson Davis County,38.7
GA,Clay County,38.6
GA,Warren County,38.2
MT,Roosevelt County,38.1
AK,Aleutians West Census Area,37.8
GA,Randolph County,37.7
GA,Macon County,37.2
GA,Terrell County,37.2
SC,Bamberg County,37
GA,DeKalb County,36.7
AR,Phillips County,36.5
LA,Madison Parish,36.3
NC,Hertford County,36.3
NC,Bertie County,36.2
GA,Calhoun County,36.1
HI,Maui County,35.9
LA,Orleans Parish,35.3
MS,Kemper County,35.1
MS,Issaquena County,35
SC,Orangeburg County,34.9
SD,Bennett County,34.8
SC,Lee County,34.7
HI,Hawaii County,34.3
AK,North Slope Borough,33.9
MS,Bolivar County,33.8
HI,Kauai County,33.7
MT,Glacier County,33.6
VA,Emporia,33.2
SC,Williamsburg County,33.1
NC,Robeson County,32.2
SD,Corson County,32.2
MT,Big Horn County,31.9
AL,Perry County,31.1
LA,East Carroll Parish,30.3
MS,Sharkey County,29.2
MS,Quitman County,29
GA,Dougherty County,29
AL,Dallas County,29
MS,Wilkinson County,28.9
AL,Wilcox County,28.1
HI,Kalawao County,28.1
MS,Hinds County,27.3
MS,Washington County,27
AL,Bullock County,26.9
MD,Prince George's County,26.9
MS,Noxubee County,26.9
AL,Lowndes County,25.8
MS,Sunflower County,25.8
AL,Sumter County,25.5
MS,Leflore County,25.5
GA,Hancock County,25.4
SC,Allendale County,25.4
AK,Lake and Peninsula Borough,25.1
SD,Ziebach County,24.4
GA,Clayton County,23.6
MS,Coahoma County,23.5
MS,Humphreys County,23.5
AZ,Apache County,23.4
AK,Yukon-Koyukuk Census Area,23.2
HI,Honolulu County,23.1
SD,Dewey County,22.8
AK,Aleutians East Borough,22.8
MS,Tunica County,22.2
ND,Rolette County,20.6
AK,Dillingham Census Area,18.7
NM,McKinley County,18.6
AL,Greene County,18.5
SD,Buffalo County,18.4
VA,Petersburg,18.4
AK,Nome Census Area,17.3
AL,Macon County,16.7
MS,Holmes County,16.6
ND,Sioux County,14.9
MS,Claiborne County,14.3
MS,Jefferson County,14.1
AK,Northwest Arctic Borough,13.1
WI,Menominee County,12.8
AK,Bethel Census Area,12.1
SD,Todd County,10.8
SD,Shannon County,5.9
AK,Wade Hampton Census Area,5.2
